recordKind,chapterId,silkOrder,line,position,originalCharacter,finalCharacter,auditCategory,wasModified,modifiedFields,reason,referenceScope,requiresImageReview,possibleAlternatives,remainingUncertainty,confidence
"addition","46","9","3","10","于","于","conflicting-witnesses","false","","当前校补“于”与传世参照对齐字“於”不同；仓库没有足够逐字证据裁决，不能自动择一。","silkA | receivedReference","true","於","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","11","不","不","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","12","知","知","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","13","足","足","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","14","咎","咎","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","15","莫","莫","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","16","憯","憯","conflicting-witnesses","false","","当前校补“憯”与传世参照对齐字“大”不同；仓库没有足够逐字证据裁决，不能自动择一。","silkA | receivedReference","true","大","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","17","于","于","conflicting-witnesses","false","","当前校补“于”与传世参照对齐字“於”不同；仓库没有足够逐字证据裁决，不能自动择一。","silkA | receivedReference","true","於","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","18","欲","欲","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","3","19","得","得","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","4","1","故","故","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","4","2","知","知","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","4","3","足","足","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","4","4","之","之","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","4","5","足","足","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","46","9","4","6","恒","恒","conflicting-witnesses","false","","当前校补“恒”与传世参照对齐字“常”不同；仓库没有足够逐字证据裁决，不能自动择一。","silkA | receivedReference","true","常","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","2","4","牖","牖","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","2","5","以","以","insufficient-evidence","false","","当前字无法与传世参照可靠对齐，仓库也没有逐字甲本释文或原始图版；需要核对帛书乙本原始图版、高清摹本或权威释文。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","3","9","少","少","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","1","是","是","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","2","以","以","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","3","圣","圣","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","4","人","人","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","5","不","不","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","6","行","行","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","7","而","而","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","8","知","知","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","9","不","不","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","47","10","4","10","见","见","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","7","于","于","conflicting-witnesses","false","","当前校补“于”与传世参照对齐字“於”不同；仓库没有足够逐字证据裁决，不能自动择一。","silkA | receivedReference","true","於","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","8","无","无","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","9","为","为","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","10","无","无","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","11","为","为","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","12","而","而","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","13","无","无","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","14","不","不","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","2","15","为","为","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","3","4","也","也","conflicting-witnesses","false","","当前校补“也”与传世参照对齐字“常”不同；仓库没有足够逐字证据裁决，不能自动择一。","silkA | receivedReference","true","常","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","4","6","不","不","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","48","11","4","11","下","下","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","1","1","圣","圣","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","2","者","者","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","3","善","善","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","4","之","之","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","5","不","不","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","6","善","善","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","7","者","者","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","8","亦","亦","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","9","善","善","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","10","之","之","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","2","11","德","德","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","4","11","为","为","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","4","12","天","天","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","4","13","下","下","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","4","14","浑","浑","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","4","15","心","心","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","1","百","百","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","5","耳","耳","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","6","目","目","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","7","焉","焉","insufficient-evidence","false","","当前字无法与传世参照可靠对齐，仓库也没有逐字甲本释文或原始图版；需要核对帛书乙本原始图版、高清摹本或权威释文。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","8","圣","圣","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","9","人","人","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","10","皆","皆","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","11","孩","孩","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","49","12","5","12","之","之","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","1","1","出","出","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","2","3","徒","徒","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","2","4","十","十","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","2","5","有","有","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","2","6","三","三","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","2","7","死","死","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","3","1","夫","夫","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","4","5","也","也","conflicting-witnesses","false","","当前校补“也”与传世参照对齐字“厚”不同；仓库没有足够逐字证据裁决，不能自动择一。","silkA | receivedReference","true","厚","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","3","所","所","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","4","投","投","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","5","其","其","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","6","角","角","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","7","虎","虎","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","8","无","无","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","9","所","所","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","10","措","措","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","14","无","无","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","15","所","所","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","16","容","容","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","17","其","其","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","6","18","刃","刃","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","7","1","夫","夫","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","7","2","何","何","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","7","3","故","故","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","8","4","死","死","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","8","5","地","地","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","50","13","8","6","焉","焉","insufficient-evidence","false","","当前字无法与传世参照可靠对齐，仓库也没有逐字甲本释文或原始图版；需要核对帛书乙本原始图版、高清摹本或权威释文。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","51","14","1","4","而","而","insufficient-evidence","false","","当前字无法与传世参照可靠对齐，仓库也没有逐字甲本释文或原始图版；需要核对帛书乙本原始图版、高清摹本或权威释文。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","51","14","3","5","之","之","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","51","14","3","6","长","长","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","51","14","3","7","之","之","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","51","14","3","8","育","育","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
"addition","51","14","3","17","之","之","received-text-contamination","false","","当前校补与传世参照对齐，但仓库没有可逐字验证的甲本释文或乙本图版证据，无法证明它不是由传世本回填；保留原字并进入图版复核队列。","silkA | receivedReference","true","","需要核对帛书乙本原始图版、高清摹本或权威释文。","review-required"
